Name_of_meal,MealIngredients,Snack (all types),Breakfast,Lunch,Dinner,Carbs,Protein,Calories,Meal Name,Dairy Free,Gluten Free,Pescatarian,Vegan,Vegetarian,Paleo,Meal Name.1,Soy,Milk,Dairy,Wheat,Shellfish,Peanuts,Treenuts,Eggs,Fish,Nuts,Meal Name.2,Milk.1,Butter,Cheese,Yogurt,Ice Cream,Whey,Apples,Oranges,Bananas,Cherries,Dates,Watermelons,Bread,Cereal,Rice,Pasta,Wheat.1,Oats,Sweet Potatoes,Beets,Spinach,Broccoli,Cauliflower,Brussel sprout,Beef,Chicken,Fish.1,Eggs.1,Cheese.1,Beans,Fat
"Salmon (8 oz), 1 cup of soy milk, 1/2 cup of carrots",,,,,Yes,20,62,485,"Salmon (8 oz), 1 cup of soy milk, 1/2 cup of carrots",1,0,0,1,2,1,"Salmon (8 oz), 1 cup of soy milk, 1/2 cup of carrots",2,1,1,0,0,0,0,0,1,0,"2 cups of macaroni with tomato sauce, 1 cup of edamame",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1
"2 cups of tofu, 1 cup of soy milk, 1/2 cup of peppers",,,,,Yes,27,52,522,"2 cups of tofu, 1 cup of soy milk, 1/2 cup of peppers",1,0,0,0,0,2,"2 cups of tofu, 1 cup of soy milk, 1/2 cup of peppers",3,1,1,0,0,0,0,0,0,0,"1 cup of ziti with italian sausage (1 link) and 1 tbsp of olive oil, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9
"1/2 cup of tofu, 1 slice of buttered toast, 1 cup of mixed vegetables",,,,Yes,Yes,26,15,250,"1/2 cup of tofu, 1 slice of buttered toast, 1 cup of mixed vegetables",1,0,0,2,0,2,"1/2 cup of tofu, 1 slice of buttered toast, 1 cup of mixed vegetables",1,1,1,0,0,0,0,0,0,0,"2 cups of rigatoni with shrimp (~10 medium-size shrimp) and 1 cup of tomato sauce, a side salad with a light dressing (3 tbsp)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1
"2 cans of tuna fish (3 oz. each), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,36,269,"2 cans of tuna fish (3 oz. each), 1 cup of asparagus with butter (1 tbsp)",1,0,0,5,2,1,"2 cans of tuna fish (3 oz. each), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,2,0,"6 oz salmon filet, 2 cups of fettuccine, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,12.0
"Shrimp with butter (3 oz of shrimp, 1 tbsp of butter), 1 peach or plum",,,,,Yes,14,24,273,"Shrimp with butter (3 oz of shrimp, 1 tbsp of butter), 1 peach or plum",1,0,0,3,0,1,"Shrimp with butter (3 oz of shrimp, 1 tbsp of butter), 1 peach or plum",0,1,1,0,1,0,0,0,1,0,"3 cups of pasta with 1 1/2 cups of tomato sauce, 1/3 cup of walnuts (~16 walnuts), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12.1
"Lean steak (~4 oz), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,29,275,"Lean steak (~4 oz), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"Lean steak (~4 oz), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"2 cups of penne with 2 tbsp of olive oil, 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.2
"1 serving of pork chop (3 oz), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,22,287,"1 serving of pork chop (3 oz), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,2,1,"1 serving of pork chop (3 oz), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"2 cups of spaghetti with 2 tbsp of olive oil, 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.8
"1 portion of cooked ground turkey (~4 oz), 1 cup of mixed veggies with butter",,,,,Yes,0,16,288,"1 portion of cooked ground turkey (~4 oz), 1 cup of mixed veggies with butter",1,0,1,3,2,1,"1 portion of cooked ground turkey (~4 oz), 1 cup of mixed veggies with butter",0,1,1,0,0,0,0,1,0,0,"1 cup of macaroni with butter, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing), 1/2 cup of almonds (~46 almonds)",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8
"1 portion of cooked ground turkey (~4 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",,,,,Yes,21,26,295,"1 portion of cooked ground turkey (~4 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",1,0,1,1,2,1,"1 portion of cooked ground turkey (~4 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",0,1,1,0,0,0,0,0,0,0,"3 cups of pasta with 1 1/2 cups of tomato sauce, 1 egg (over-easy), a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11.9
"1 chicken breast (4 oz), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,38,313,"1 chicken breast (4 oz), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"1 chicken breast (4 oz), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"Tuna Sandwich (2 slices of white bread, 3/4 cup of tuna salad), 2 cups of brown rice, 1 cup of peas",0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,13.9
1 cup of cheese ravioli with 1/2 cup of tomato sauce,,,,,Yes,38,14,335,1 cup of cheese ravioli with 1/2 cup of tomato sauce,1,0,0,0,0,1,1 cup of cheese ravioli with 1/2 cup of tomato sauce,0,1,1,0,0,0,0,0,0,0,"3 cups of whole-wheat pasta with butter, 6 oz chicken breast, 1 peach or plum",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,9.3
"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",,,,,Yes,36,24,336,"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",1,0,0,3,1,1,"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",0,1,1,0,0,0,0,0,1,0,"Beef and Vegetable Stir Fry (6 oz sirloin, mixed veggies, vegetable oil and soy sauce), 1 cup of white rice",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,14.9
"3 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,19,345,"3 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"3 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"2 cups of bowtie pasta with 2 tbsp of olive oil, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.3
"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of mixed veggies with butter",,,,,Yes,2,34,356,"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of mixed veggies with butter",1,0,1,3,1,1,"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of mixed veggies with butter",0,1,1,0,0,0,0,1,0,0,"3 cups of pasta with 1 1/2 cups of tomato sauce, 1 cup of apple juice, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.8
"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of 2% milk, 15 grapes",,,,,Yes,26,43,369,"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of 2% milk, 15 grapes",1,0,1,1,1,1,"4 oz chicken breast with BBQ sauce (3 tsp), 1 cup of 2% milk, 15 grapes",0,1,1,0,0,0,0,0,0,0,"6 oz pork tenderloin, 2 cups of spaghetti with 1 cup of tomato sauce, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2.0
"1 portion of ground beef (~3 oz), 1 cup of mixed veggies with butter",,,,,Yes,0,15,376,"1 portion of ground beef (~3 oz), 1 cup of mixed veggies with butter",1,0,1,3,1,1,"1 portion of ground beef (~3 oz), 1 cup of mixed veggies with butter",0,1,1,0,0,0,0,1,0,0,"6 oz pork tenderloin, 2 cups of penne with 1 cup of tomato sauce, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,16.7
"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",,,,,Yes,37,34,381,"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",1,0,0,3,1,1,"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 cup of roasted carrots",0,1,1,0,0,0,0,0,1,0,"1 1/2 cups of spaghetti with meatballs (~4) and 2/3 cup of tomato sauce, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.9
"1 cup of cheese tortellini with primavera sauce, 2 cups of broccoli or green beans",,,,,Yes,61,15,382,"1 cup of cheese tortellini with primavera sauce, 2 cups of broccoli or green beans",1,0,0,0,0,2,"1 cup of cheese tortellini with primavera sauce, 2 cups of broccoli or green beans",0,1,1,0,0,0,0,0,0,0,"Chicken carbonara (regular restaurant-size portion), 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,10.6
"1 portion of ground beef (~3 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",,,,,Yes,21,25,383,"1 portion of ground beef (~3 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",1,0,1,1,1,1,"1 portion of ground beef (~3 oz), 1 cup of 2% milk, 1 cup of mixed vegetables",0,1,1,0,0,0,0,0,0,0,"6 oz salmon filet, 2 cups of penne with 1 cup of tomato sauce, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,6.4
"1 roasted chicken thigh (~4 oz) without skin, 1 cup of mixed veggies with butter",,,,,Yes,0,29,396,"1 roasted chicken thigh (~4 oz) without skin, 1 cup of mixed veggies with butter",1,0,1,3,1,1,"1 roasted chicken thigh (~4 oz) without skin, 1 cup of mixed veggies with butter",0,1,1,0,0,0,0,1,0,0,"6 oz salmon filet, 2 cups of rigatoni with 1 cup of tomato sauce, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,17.6
"4 oz chicken breast, 1 cup of 2% milk, 2 cups of broccoli or green beans",,,,,Yes,32,38,409,"4 oz chicken breast, 1 cup of 2% milk, 2 cups of broccoli or green beans",1,0,1,1,1,2,"4 oz chicken breast, 1 cup of 2% milk, 2 cups of broccoli or green beans",0,1,1,0,0,0,0,0,0,0,"6 oz salmon filet, 2 cups of spaghetti with 1 cup of tomato sauce, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,2.3
"1 chicken breast (4 oz) with olive oil (1 tbsp), 1 peach or plum, 1 cup of milk (1% or skim)",,,,,Yes,21,43,429,"1 chicken breast (4 oz) with olive oil (1 tbsp), 1 peach or plum, 1 cup of milk (1% or skim)",1,0,1,1,1,1,"1 chicken breast (4 oz) with olive oil (1 tbsp), 1 peach or plum, 1 cup of milk (1% or skim)",0,1,1,0,0,0,0,0,0,0,"1 1/2 cups of penne with shrimp (~10 medium-size shrimp) and 2 tbsp of olive oil, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1
"6 oz pork chop, 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,40,445,"6 oz pork chop, 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,2,1,"6 oz pork chop, 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"1 portion of ground beef (~6.6 oz.), 2 and a half cups of spaghetti with 1 cup of tomato sauce, 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,19.8
"Skirt steak (3 oz), 2 cups of asparagus with butter (2 tbsp)",,,,,Yes,5,30,445,"Skirt steak (3 oz), 2 cups of asparagus with butter (2 tbsp)",1,0,1,3,1,1,"Skirt steak (3 oz), 2 cups of asparagus with butter (2 tbsp)",0,1,1,0,0,0,0,0,0,0,"3 cups of pasta with 1 1/2 cups of tomato sauce, 4 oz chicken breast, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,19.8
"1 chicken thigh, 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,36,447,"1 chicken thigh, 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"1 chicken thigh, 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"1 1/2 cups of ziti with sausage (1 link) and 2/3 cup of tomato sauce, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9
"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), 2 cups of steamed broccoli",,,,,Yes,48,43,471,"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), 2 cups of steamed broccoli",1,0,1,3,2,1,"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), 2 cups of steamed broccoli",0,1,1,0,0,0,0,0,0,0,"3 cups of spaghetti with olive oil, 1 turkey burger (3 oz.) with a bun, 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.9
"1 cup of cheese ravioli, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",,,,,Yes,42,19,475,"1 cup of cheese ravioli, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",1,0,0,0,0,1,"1 cup of cheese ravioli, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",1,2,1,0,0,0,0,0,0,0,"2 cups of whole-wheat spaghetti with 1 cup of tomato sauce, 2/3 cup of walnuts (~32 walnuts), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2
"2 cups of whole milk, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",,,,,Yes,68,22,479,"2 cups of whole milk, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",1,0,0,0,0,2,"2 cups of whole milk, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear)",0,1,1,0,0,0,0,0,0,0,"3 cups of pasta with 1 1/2 cups of tomato sauce, 1 portion of ground beef (~3.3 oz.), a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.7
"1 chicken breast (8 oz), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,72,497,"1 chicken breast (8 oz), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"1 chicken breast (8 oz), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"2 cups of ziti with 2 tbsp of olive oil, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.1
"8 oz filet of salmon, 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,68,499,"8 oz filet of salmon, 1 cup of asparagus with butter (1 tbsp)",1,0,0,3,2,1,"8 oz filet of salmon, 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,1,0,"3 cups of whole-wheat spaghetti with 1 1/2 cups of tomato sauce, 1 cup of tofu, a side salad (4 cups of chopped romaine lettuce, 1 cup of cherry tomatoes, 1 cup of cubed cucumbers, 1/2 of a medium red onion, 3 tbsp of a light dressing)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Roasted Asparagus (1 cup)",,,,,Yes,27,42,500,"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Roasted Asparagus (1 cup)",1,0,1,1,1,0,"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Roasted Asparagus (1 cup)",0,1,1,0,0,0,0,0,0,0,"1 cup of trail mix, 2 cups of linguine (or a similar pasta), 1 cup of carrots with hummus (5 tbsp)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.8
"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",,,,,Yes,60,26,519,"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",1,0,0,3,1,1,"Tilapia (4 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",0,1,1,0,0,0,0,0,1,0,"2 cups of penne with shrimp (~10 medium-size shrimp) and 1 tbsp of olive oil, 2 cups of broccoli or green beans",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,23.1
"6 oz pork tenderloin, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear), 1 cup of milk (1% or skim)",,,,,Yes,58,58,523,"6 oz pork tenderloin, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear), 1 cup of milk (1% or skim)",1,0,1,1,2,2,"6 oz pork tenderloin, 2 cups of broccoli or green beans, 1 piece of fruit (banana, apple, pear), 1 cup of milk (1% or skim)",0,1,1,0,0,0,0,0,0,0,"Beef and Vegetable Stir Fry (6 oz sirloin, mixed veggies, vegetable oil and soy sauce), 2 cups of couscous",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,8.7
"1 chicken breast (6 oz), 2 cups of asparagus with butter (2 tbsp)",,,,,Yes,5,59,534,"1 chicken breast (6 oz), 2 cups of asparagus with butter (2 tbsp)",1,0,1,3,1,1,"1 chicken breast (6 oz), 2 cups of asparagus with butter (2 tbsp)",0,1,1,0,0,0,0,0,0,0,"1 portion of ground beef (~4.5 oz), 3 cups of whole-wheat pasta with 1 tbsp of olive oil, side salad with a light dressing (3 tbsp), 1 piece of fruit (banana, apple, pear)",0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,23.7
"6 oz of lean pork with butter (1 tbsp), 1 cup of corn, 1 orange",,,,,Yes,54,40,536,"6 oz of lean pork with butter (1 tbsp), 1 cup of corn, 1 orange",1,0,1,3,2,1,"6 oz of lean pork with butter (1 tbsp), 1 cup of corn, 1 orange",0,1,1,0,0,0,0,0,0,0,"1/2 of a plain bagel with peanut butter, 8 strawberries",1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.8
"1 cup of cheese tortellini with marinara sauce (1/2 cup), 1 cup of carrots with hummus (5 tbsp)",,,,Yes,Yes,82,27,545,"1 cup of cheese tortellini with marinara sauce (1/2 cup), 1 cup of carrots with hummus (5 tbsp)",1,0,0,0,0,2,"1 cup of cheese tortellini with marinara sauce (1/2 cup), 1 cup of carrots with hummus (5 tbsp)",0,1,1,0,0,0,0,0,0,0,1/2 of a plain bagel and 1 banana,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1
"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), side salad with a light dressing (3 tbsp)",,,,,Yes,34,40,553,"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), side salad with a light dressing (3 tbsp)",1,0,1,3,2,1,"Lean Pork (6 oz.), 1 sweet potato with whipped butter (1 tbsp), side salad with a light dressing (3 tbsp)",1,2,1,0,0,0,0,0,0,0,"2 slices of buttered toast, 1 plum",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.6
"Lean Ground Turkey (6 oz), side salad with a light dressing (2 tbsp), 1 sweet potato with whipped butter (1 tbsp)",,,,,Yes,31,35,556,"Lean Ground Turkey (6 oz), side salad with a light dressing (2 tbsp), 1 sweet potato with whipped butter (1 tbsp)",1,0,1,3,2,1,"Lean Ground Turkey (6 oz), side salad with a light dressing (2 tbsp), 1 sweet potato with whipped butter (1 tbsp)",1,2,1,0,0,0,0,0,0,0,"1 plain bagel, 1 cup of orange juice",0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7
"6 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",,,,,Yes,2,34,561,"6 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",1,0,1,3,1,1,"6 oz of ground beef (80% lean), 1 cup of asparagus with butter (1 tbsp)",0,1,1,0,0,0,0,0,0,0,"1 Strawberry-Almond Smoothie (8 strawberries, 3/4 cups of almond milk, ice)",1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9
"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",,,,,Yes,33,40,570,"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",1,0,1,1,1,0,"Rotisserie Chicken (1/4 chicken), Mashed Sweet Potatoes (1/2 cup), Grilled Squash (1/2 cup)",0,1,1,0,0,0,0,0,0,0,"Chicken or turkey sausage (1 link), 1 cup of orange juice",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2
"6 oz chicken breast, 2 cups of 2% milk, 15 grapes",,,,,Yes,35,68,571,"6 oz chicken breast, 2 cups of 2% milk, 15 grapes",1,0,1,1,1,1,"6 oz chicken breast, 2 cups of 2% milk, 15 grapes",0,1,1,0,0,0,0,0,0,0,"Chicken or turkey sausage (1 link), 1/4 cup of granola",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.2
"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",,,,,Yes,61,36,574,"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",1,0,0,3,1,1,"Tilapia (6 oz), 1 sweet potato with whipped butter (1 tbsp), 1 1/2 cups of roasted vegetables",0,1,1,0,0,0,0,0,1,0,"Chicken or turkey sausage (1 link), 1 cup of apple juice",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25.5
"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",,,,,Yes,27,78,580,"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",1,0,1,1,1,0,"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Broccolini (1/2 cup)",0,1,1,0,0,0,0,0,0,0,"1 apple, 1 plain bagel",0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",,,,,Yes,27,78,580,"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",1,0,1,1,1,0,"Herb Roasted Chicken Breast (8 oz serving), Mashed Sweet Potatoes (1/2 cup), Roasted Brussels Sprouts (1/2 cup)",0,1,1,0,0,0,0,0,0,0,"1 cinnamon raisin bagel, 8 strawberries",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
